Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Image Src,Image Alt Text,Status
kemei-km-519a-professional-hair-clipper-lcd-digital-display-1200mah-rechargeable-battery-usb-charging-precision-blade-mkz-759377,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759377-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759377-product-5.webp,"Kemei KM-519A Professional Hair Clipper – LCD Digital Display, 1200mAh Rechargeable Battery, USB Charging & Precision Blade",
kemei-km-519a-professional-hair-clipper-lcd-digital-display-1200mah-rechargeable-battery-usb-charging-precision-blade-mkz-759377,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759377-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759377-product-6.webp,"Kemei KM-519A Professional Hair Clipper – LCD Digital Display, 1200mAh Rechargeable Battery, USB Charging & Precision Blade",
kemei-km-519a-professional-hair-clipper-lcd-digital-display-1200mah-rechargeable-battery-usb-charging-precision-blade-mkz-759377,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759377-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759377-product-7.webp,"Kemei KM-519A Professional Hair Clipper – LCD Digital Display, 1200mAh Rechargeable Battery, USB Charging & Precision Blade",
vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof-mkz-759428,"VGR V-949 Professional Hair & Nose Trimmer Set – 1200mAh Lithium Battery, Stainless Steel Blades, IPX6 Waterproof","<p>Get a clean, sharp and professional grooming experience with the VGR V-949 Hair &amp; Nose Trimmer Set. Designed for convenient everyday grooming, this trimmer features stainless steel blades, a powerful 1200mAh lithium battery, and an IPX6 waterproof nose-trimmer design. Its stylish and comfortable design makes it suitable for beard, hair and nose grooming at home or while travelling.</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Number of Blades: 1</li><li>Gender: Men's</li><li>Color: Blue, Silver</li><li>Speed Settings: High/Low</li><li>Product Feature: Comfortable Grip and Ergonomics Design</li><li>Package Includes: 1 x Hair Trimmer</li><li>Battery Capacity: 1200 mAh</li><li>Standby Time: 4 Hours</li><li>Voltage: 5 Volts</li><li>Watts: 5 Watt</li><li>Pack Of 1</li><li>? VGR V-949 Hair &amp; Nose Trimmer Set</li><li>? 1200mAh Rechargeable Lithium Battery</li><li>?? Sharp Stainless Steel Blades</li><li>? Dedicated Nose Hair Trimmer</li><li>? IPX6 Waterproof Nose Trimmer</li><li>? Rechargeable &amp; Convenient Cordless Operation</li><li>? Suitable for everyday personal grooming</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof/759428?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Trimmer,"Cosmetics, Shavers & Trimmers",FALSE,Color,Blue,MKZ-759428-759428001,0,,,continue,manual,5533,TRUE,https://www.markaz.app/api/export/image/2361-49-759428-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759428-product-1.webp,"VGR V-949 Professional Hair & Nose Trimmer Set – 1200mAh Lithium Battery, Stainless Steel Blades, IPX6 Waterproof",draft
vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof-mkz-759428,,,,,,,,Silver,MKZ-759428-759428002,0,,,continue,manual,5533,TRUE,,,
vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof-mkz-759428,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759428-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759428-product-2.webp,"VGR V-949 Professional Hair & Nose Trimmer Set – 1200mAh Lithium Battery, Stainless Steel Blades, IPX6 Waterproof",
vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof-mkz-759428,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759428-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759428-product-3.webp,"VGR V-949 Professional Hair & Nose Trimmer Set – 1200mAh Lithium Battery, Stainless Steel Blades, IPX6 Waterproof",
vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof-mkz-759428,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759428-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759428-product-4.webp,"VGR V-949 Professional Hair & Nose Trimmer Set – 1200mAh Lithium Battery, Stainless Steel Blades, IPX6 Waterproof",
vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof-mkz-759428,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759428-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759428-product-5.webp,"VGR V-949 Professional Hair & Nose Trimmer Set – 1200mAh Lithium Battery, Stainless Steel Blades, IPX6 Waterproof",
vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof-mkz-759428,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759428-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759428-product-6.webp,"VGR V-949 Professional Hair & Nose Trimmer Set – 1200mAh Lithium Battery, Stainless Steel Blades, IPX6 Waterproof",
vgr-v-949-professional-hair-nose-trimmer-set-1200mah-lithium-battery-stainless-steel-blades-ipx6-waterproof-mkz-759428,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-759428-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-759428-product-7.webp,"VGR V-949 Professional Hair & Nose Trimmer Set – 1200mAh Lithium Battery, Stainless Steel Blades, IPX6 Waterproof",
kemei-km-t99-professional-hair-trimmer-1200mah-rechargeable-t-blade-hair-clipper-beard-trimmer-mkz-758503,Kemei KM-T99 Professional Hair Trimmer – 1200mAh Rechargeable T-Blade Hair Clipper & Beard Trimmer,"<p>The Kemei KM-T99 combines premium retro styling with practical grooming performance. Its sharp T-Blade is suitable for close trimming, outlining and detailing, while the ergonomic body provides a comfortable grip during use. The rechargeable battery offers up to approximately 120 minutes of working time, making it convenient for regular grooming and professional use.</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Number of Blades: 1</li><li>Gender: Men's</li><li>Color: Black, Golden</li><li>Speed Settings: High/Low</li><li>Product Feature: Comfortable Grip and Ergonomics Design</li><li>Package Includes: 1 x Hair Trimmer</li><li>Battery Capacity: 1200 mAh</li><li>Standby Time: 2 Hours</li><li>Voltage: 5 Volts</li><li>Watts: 5 Watt</li><li>Pack Of 1</li><li>Professional T-Blade for precise trimming</li><li>Retro engraved metal design</li><li>Powerful motor for smooth performance</li><li>1200mAh rechargeable lithium battery</li><li>USB rechargeable design</li><li>Approximately 120 minutes working time</li><li>Suitable for hair, beard and moustache</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/kemei-km-t99-professional-hair-trimmer-1200mah-rechargeable-t-blade-hair-clipper-beard-trimmer/758503?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Trimmer,"Cosmetics, Shavers & Trimmers",FALSE,Color,Black,MKZ-758503-758503001,0,,,continue,manual,3478,TRUE,https://www.markaz.app/api/export/image/2361-49-758503-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-758503-product-1.webp,Kemei KM-T99 Professional Hair Trimmer – 1200mAh Rechargeable T-Blade Hair Clipper & Beard Trimmer,draft
kemei-km-t99-professional-hair-trimmer-1200mah-rechargeable-t-blade-hair-clipper-beard-trimmer-mkz-758503,,,,,,,,Golden,MKZ-758503-758503002,0,,,continue,manual,3478,TRUE,,,
kemei-km-t99-professional-hair-trimmer-1200mah-rechargeable-t-blade-hair-clipper-beard-trimmer-mkz-758503,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-758503-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-758503-product-2.webp,Kemei KM-T99 Professional Hair Trimmer – 1200mAh Rechargeable T-Blade Hair Clipper & Beard Trimmer,
kemei-km-t99-professional-hair-trimmer-1200mah-rechargeable-t-blade-hair-clipper-beard-trimmer-mkz-758503,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-758503-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-758503-product-3.webp,Kemei KM-T99 Professional Hair Trimmer – 1200mAh Rechargeable T-Blade Hair Clipper & Beard Trimmer,
kemei-km-t99-professional-hair-trimmer-1200mah-rechargeable-t-blade-hair-clipper-beard-trimmer-mkz-758503,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-758503-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-758503-product-4.webp,Kemei KM-T99 Professional Hair Trimmer – 1200mAh Rechargeable T-Blade Hair Clipper & Beard Trimmer,
kemei-km-t99-professional-hair-trimmer-1200mah-rechargeable-t-blade-hair-clipper-beard-trimmer-mkz-758503,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-758503-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-758503-product-5.webp,Kemei KM-T99 Professional Hair Trimmer – 1200mAh Rechargeable T-Blade Hair Clipper & Beard Trimmer,
kemei-km-t99-professional-hair-trimmer-1200mah-rechargeable-t-blade-hair-clipper-beard-trimmer-mkz-758503,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-758503-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-758503-product-6.webp,Kemei KM-T99 Professional Hair Trimmer – 1200mAh Rechargeable T-Blade Hair Clipper & Beard Trimmer,
kemei-km-1400-professional-electric-hair-clipper-heavy-duty-corded-hair-cutting-machine-mkz-757914,Kemei KM-1400 Professional Electric Hair Clipper – Heavy Duty Corded Hair Cutting Machine,"<p>Kemei KM-1400 professional clipper precision hair cutting ke liye designed hai. Adjustable stainless-steel blade approximately 0.1–3 mm cutting range provide karta hai aur 2 guide combs different hair lengths ke liye included hain. Safe cutting head aur ergonomic design isay professional barbers aur home users ke liye practical choice banate hain. Yeh 220–240V direct electric/corded operation par</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Number of Blades: 1</li><li>Gender: Men's</li><li>Color: Pink, White</li><li>Speed Settings: High/Low</li><li>Product Feature: Comfortable Grip and Ergonomics Design</li><li>Package Includes: 1 x Hair Trimmer</li><li>Voltage: 240 Volts</li><li>Watts: 100 Watt</li><li>Pack Of 1</li><li>Professional Kemei KM-1400 Hair Clipper</li><li>Corded / Direct Electric Operation</li><li>Stainless-Steel Adjustable Blade</li><li>Adjustable Cutting Length: 0.1–3 mm</li><li>2 Guide Combs Included</li><li>Lock-In Length Settings</li><li>Safe Cutting Head</li><li>Suitable for Barbers &amp; Home Use</li><li>No Battery Charging Required</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/kemei-km-1400-professional-electric-hair-clipper-heavy-duty-corded-hair-cutting-machine/757914?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Trimmer,"Cosmetics, Shavers & Trimmers",FALSE,Color,Pink,MKZ-757914-757914001,0,,,continue,manual,5533,TRUE,https://www.markaz.app/api/export/image/2361-49-757914-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757914-product-1.webp,Kemei KM-1400 Professional Electric Hair Clipper – Heavy Duty Corded Hair Cutting Machine,draft
kemei-km-1400-professional-electric-hair-clipper-heavy-duty-corded-hair-cutting-machine-mkz-757914,,,,,,,,White,MKZ-757914-757914002,0,,,continue,manual,5533,TRUE,,,
kemei-km-1400-professional-electric-hair-clipper-heavy-duty-corded-hair-cutting-machine-mkz-757914,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757914-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757914-product-2.webp,Kemei KM-1400 Professional Electric Hair Clipper – Heavy Duty Corded Hair Cutting Machine,
kemei-km-1400-professional-electric-hair-clipper-heavy-duty-corded-hair-cutting-machine-mkz-757914,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757914-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757914-product-3.webp,Kemei KM-1400 Professional Electric Hair Clipper – Heavy Duty Corded Hair Cutting Machine,
kemei-km-1400-professional-electric-hair-clipper-heavy-duty-corded-hair-cutting-machine-mkz-757914,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757914-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757914-product-4.webp,Kemei KM-1400 Professional Electric Hair Clipper – Heavy Duty Corded Hair Cutting Machine,
kemei-km-1400-professional-electric-hair-clipper-heavy-duty-corded-hair-cutting-machine-mkz-757914,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757914-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757914-product-5.webp,Kemei KM-1400 Professional Electric Hair Clipper – Heavy Duty Corded Hair Cutting Machine,
kemei-km-1400-professional-electric-hair-clipper-heavy-duty-corded-hair-cutting-machine-mkz-757914,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757914-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757914-product-6.webp,Kemei KM-1400 Professional Electric Hair Clipper – Heavy Duty Corded Hair Cutting Machine,
kemei-3-in-1-rechargeable-beard-trimmer-kit-blue-km-6331-mkz-85136,Kemei 3-in-1 Rechargeable Beard Trimmer Kit Blue KM-6331,"<p>Perfect for Pakistani men who demand precision and style, this Kemei 3-in-1 grooming kit delivers premium quality grooming without the hassle. Whether you’re trimming your beard, shaping your hair, or cleaning up nose and ear hair, this stylish and durable tool ensures you look sharp for weddings, offices, or daily outings. Its sleek blue and black ABS alloy design is built to last, making it ideal for the busy lifestyle of modern Pakistanis.</p><p>This rechargeable grooming kit is crafted with sharp, high-performance blades and a powerful motor for smooth, clean cuts every time. The durable ABS alloy construction resists daily wear and tear, ensuring long-term reliability. With an 8-hour charge and up to 60 minutes of cordless use, it’s perfect for home, travel, or on-the-go grooming. The compact, ergonomic design fits comfortably in your hand, while the included cleaning brush and oil bottle keep blades running smoothly.</p><p>- Rechargeable with 8-hour charge and 60-minute runtime</p><p>- Durable ABS alloy construction for long-lasting use</p><p>- Sharp blades for precise trimming and shaving</p><p>- Includes nose, body, and wide hair trimmer attachments</p><p>- Comes with cleaning brush and oil bottle for maintenance</p><p>- Stylish blue and black design for modern Pakistani men</p><ul><li>Material: ABS Alloy</li><li>Model: KM-6331</li><li>Product Features: Sharp Blades And Cutting, Fast Charging, Strong Driving Force Zero Oil Head Design, Hair Trimmer, Nose Hair Trimmer, Ear Hair Trimmer Shaver</li><li>Charging Time: 8 Hours</li><li>Duration Of Use: 60 Minutes</li><li>Package Includes: 1 x Trimming Machine, 1 x Cleaning Brush, 1 x Oil Bottle, 1 x Charging Cable</li><li>Note: Please ensure to follow the instructions provided in the user manual for proper usage and safety precautions</li><li>Product Code: MZ15300074WZRSP</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/kemei-3-in-1-rechargeable-beard-trimmer-kit-blue-km-6331/85136?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Shaver,"Cosmetics, Shavers & Trimmers",FALSE,Size,Standard size,MKZ-85136-85136001,0,,,continue,manual,2584,TRUE,https://www.markaz.app/api/export/image/163-14078-85136-product-3.jpg?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F163-14078-85136-product-3.jpg,Kemei 3-in-1 Rechargeable Beard Trimmer Kit Blue KM-6331,draft
kemei-3-in-1-rechargeable-beard-trimmer-kit-blue-km-6331-mkz-85136,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/163-14078-85136-product-1.jpg?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F163-14078-85136-product-1.jpg,Kemei 3-in-1 Rechargeable Beard Trimmer Kit Blue KM-6331,
kemei-3-in-1-rechargeable-beard-trimmer-kit-blue-km-6331-mkz-85136,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/163-14078-85136-product-2.jpg?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F163-14078-85136-product-2.jpg,Kemei 3-in-1 Rechargeable Beard Trimmer Kit Blue KM-6331,
keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152-mkz-734376,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,"<p>This Keratin Protect Hair Straightener features Tourmaline Ceramic Plates for intelligent temperature control and smooth salon quality results. It is designed with low noise and safe features.</p><p>This hair straightener is for those seeking professional results at home. It helps achieve smooth, shiny, and long-lasting straight hair.</p><p>- Keratin Protect Hair Straightener</p><p>- Tourmaline Ceramic Plates</p><p>- Intelligent Temperature Control</p><p>- Smooth Salon Quality</p><p>- Low Noise &amp; Safe</p><ul><li>Material: Ceramic Tourmaline</li><li>Product Feature: Intelligent Temperature Control, Smooth Salon Quality, Low Noise &amp; Safe</li><li>Package Includes: 1 x Hair Straightener</li><li>Keratin Protect Hair Straightener with Tourmaline Ceramic Plates, fast heating technology, and anti-frizz protection. Helps achieve smooth, shiny, and long-lasting straight hair while protecting hair from damage. Perfect for salon-style results at home. ?????</li><li>Note: Before using any new cosmetic product, perform a patch test on a small skin area. Verify ingredients for allergies and follow package warnings and directions.</li><li>Product Code: MZ75500000340AZFNMT</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152/734376?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Straightener,"Cosmetics, Curlers & Straighteners",FALSE,Size,Standard Size,MKZ-734376-734376001,0,,,continue,manual,4507,TRUE,https://www.markaz.app/api/export/image/755-404-734376-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734376-product-1.webp,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,draft
keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152-mkz-734376,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734376-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734376-product-2.webp,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,
keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152-mkz-734376,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734376-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734376-product-3.webp,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,
keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152-mkz-734376,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734376-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734376-product-4.webp,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,
keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152-mkz-734376,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734376-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734376-product-5.webp,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,
keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152-mkz-734376,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734376-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734376-product-6.webp,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,
keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152-mkz-734376,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734376-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734376-product-7.webp,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,
keratin-protect-hair-straightener-tourmaline-ceramic-plates-model-r-2152-mkz-734376,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734376-product-8.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734376-product-8.webp,Keratin Protect Hair Straightener Tourmaline Ceramic Plates Model R-2152,
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,"<p>The Remington Pro S-890 Hair Straightener &amp; Curler features ceramic-coated plates for smooth results. It offers intelligent temperature control and a 2 in 1 function.</p><p>This product is suitable for creating smooth straight styles and beautiful curls. It is designed for use in a salon-like manner.</p><p>- Ceramic coated plates</p><p>- Adjustable temperature control up to 220°C</p><p>- Fast heating</p><p>- LED display</p><p>- 360° swivel cord</p><ul><li>Material: Ceramic</li><li>Product Feature: Smooth Salon Quality, Intelligent Temperature Control, 2 In 1</li><li>Package Includes: 1 x Hair Straightener</li><li>Remington Pro S-890 Hair Straightener &amp; Curler with ceramic-coated plates, adjustable temperature up to 220°C, fast heating, LED display, and 360° swivel cord. Perfect for smooth straight styles and beautiful curls with salon-like results.</li><li>Note: Before using any new cosmetic product, perform a patch test on a small skin area. Verify ingredients for allergies and follow package warnings and directions.</li><li>Product Code: MZ75500000339AZFNMT</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates/734373?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Straightener,"Cosmetics, Curlers & Straighteners",FALSE,Size,Standard Size,MKZ-734373-734373001,0,,,continue,manual,4370,TRUE,https://www.markaz.app/api/export/image/755-404-734373-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-1.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,draft
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734373-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-2.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734373-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-3.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734373-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-4.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734373-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-5.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734373-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-6.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734373-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-7.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734373-product-8.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-8.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,
remington-pro-s-890-hair-straightener-curler-ceramic-coated-plates-mkz-734373,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/755-404-734373-product-9.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F755-404-734373-product-9.webp,Remington Pro S-890 Hair Straightener & Curler Ceramic Coated Plates,
